Mycoplasma wenyonii,FS10000603:2:BPC29607-1927:1:1101:10480:1000,MK335904.1,98.675,151,2,0,1,151,9,159,3.16e-68,268
uncultured bacterium,FS10000603:2:BPC29607-1927:1:1101:13600:1000,MK789910.1,98.013,151,3,0,1,151,329,479,1.47e-66,263
Mycoplasma wenyonii,FS10000603:2:BPC29607-1927:1:1101:3080:1010,MK335904.1,99.338,151,1,0,1,151,9,159,6.79e-70,274
Lactococcus lactis subsp. cremoris,FS10000603:2:BPC29607-1927:1:1101:5470:1010,MN368064.1,97.315,149,4,0,1,149,291,439,8.69e-64,254
Mycoplasma wenyonii,FS10000603:2:BPC29607-1927:1:1101:12610:1010,MK335904.1,98.675,151,2,0,1,151,9,159,3.16e-68,268
uncultured Mycoplasma sp.,FS10000603:2:BPC29607-1927:1:1101:14600:1010,MK588844.1,98.675,151,2,0,1,151,11,161,3.16e-68,268
uncultured Mycoplasma sp.,FS10000603:2:BPC29607-1927:1:1101:1600:1020,MK588844.1,98.013,151,3,0,1,151,11,161,1.47e-66,263
Mycoplasma wenyonii,FS10000603:2:BPC29607-1927:1:1101:8940:1020,MK335904.1,98.013,151,3,0,1,151,9,159,1.47e-66,263
Mycoplasma wenyonii,FS10000603:2:BPC29607-1927:1:1101:4240:1030,MK335904.1,98.013,151,3,0,1,151,9,159,1.47e-66,263
uncultured Staphylococcus sp.,FS10000603:2:BPC29607-1927:1:1101:5070:1030,MN383135.1,98.667,150,2,0,1,150,280,429,1.13e-67,267
Streptococcus anginosus,FS10000603:2:BPC29607-1927:1:1101:6820:1030,MN075348.1,99.329,149,1,0,1,149,308,456,8.78e-69,270
Lactobacillus iners,FS10000603:2:BPC29607-1927:1:1101:6680:1040,LT699495.1,99.338,151,1,0,1,151,343,493,6.79e-70,274
Bacillus sp. (in: Bacteria),FS10000603:2:BPC29607-1927:1:1101:2910:1050,MG709211.1,99.333,150,1,0,1,150,317,466,2.42e-69,272
Lachnospiraceae bacterium,FS10000603:2:BPC29607-1927:1:1101:5560:1050,MH699343.1,99.338,151,1,0,1,151,332,482,6.79e-70,274
Acinetobacter gyllenbergii,FS10000603:2:BPC29607-1927:1:1101:6940:1050,JQ246911.1,98.026,152,2,1,1,151,7,158,1.47e-66,263
uncultured bacterium,FS10000603:2:BPC29607-1927:1:1101:9850:1050,MK646486.1,98.667,150,2,0,1,150,308,457,1.13e-67,267
uncultured Mycoplasma sp.,FS10000603:2:BPC29607-1927:1:1101:13980:1050,MK588844.1,98.013,151,3,0,1,151,11,161,1.47e-66,263
Serratia marcescens,FS10000603:2:BPC29607-1927:1:1101:1590:1060,MN380036.1,98.667,150,2,0,1,150,318,467,1.13e-67,267
