Streptococcus intermedius,FS10000603:2:BPC29607-1927:1:1101:1420:1000,MK330574.1,99.338,151,1,0,1,151,328,478,6.79e-70,274
uncultured bacterium,FS10000603:2:BPC29607-1927:1:1101:6260:1000,MK789925.1,98.013,151,3,0,1,151,327,477,1.47e-66,263
Staphylococcus hominis,FS10000603:2:BPC29607-1927:1:1101:2750:1010,MN384456.1,98.667,150,2,0,1,150,351,500,1.13e-67,267
Mycoplasma wenyonii,FS10000603:2:BPC29607-1927:1:1101:3540:1010,MK335904.1,99.338,151,1,0,1,151,9,159,6.79e-70,274
Streptococcus salivarius,FS10000603:2:BPC29607-1927:1:1101:12760:1010,CP040804.1,98.658,149,2,0,1,149,22838,22690,4.02e-67,265
Streptococcus salivarius,FS10000603:2:BPC29607-1927:1:1101:12760:1010,CP040804.1,98.658,149,2,0,1,149,28641,28493,4.02e-67,265
Streptococcus salivarius,FS10000603:2:BPC29607-1927:1:1101:12760:1010,CP040804.1,98.658,149,2,0,1,149,101477,101329,4.02e-67,265
Streptococcus salivarius,FS10000603:2:BPC29607-1927:1:1101:12760:1010,CP040804.1,98.658,149,2,0,1,149,151460,151312,4.02e-67,265
Streptococcus salivarius,FS10000603:2:BPC29607-1927:1:1101:12760:1010,CP040804.1,98.658,149,2,0,1,149,341603,341751,4.02e-67,265
Streptococcus salivarius,FS10000603:2:BPC29607-1927:1:1101:12760:1010,CP040804.1,98.658,149,2,0,1,149,2005705,2005557,4.02e-67,265
Streptococcus salivarius,FS10000603:2:BPC29607-1927:1:1101:12760:1010,CP040804.1,98.658,149,0,2,1,149,2229728,2229582,1.44e-66,263
Candidatus Mycoplasma haemobos,FS10000603:2:BPC29607-1927:1:1101:9800:1020,MG948633.1,98.675,151,2,0,1,151,308,458,3.16e-68,268
Pseudomonas sp.,FS10000603:2:BPC29607-1927:1:1101:2590:1030,MK829529.1,97.315,149,4,0,1,149,294,442,8.69e-64,254
Mycoplasma wenyonii,FS10000603:2:BPC29607-1927:1:1101:9030:1040,MK335904.1,98.013,151,3,0,1,151,9,159,1.47e-66,263
uncultured Mycoplasma sp.,FS10000603:2:BPC29607-1927:1:1101:13000:1040,MK588844.1,98.013,151,3,0,1,151,11,161,1.47e-66,263
